Sentence,Emotion,score
mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy,Disgust,3
vợ dùng phá quá nên boss mới thế 🤧🤧🤧,Other,0
haha biết ngây mà,Enjoyment,0
bể mẹ cái kính cường lực mới dán :#,Sadness,2
dù đúng hay sai cũng đừng bao giờ cãi nhau với con gáo đến cuối cùng mày vẫn sai .,Other,0
"cần gì xa hoa đâu , thế này là hạnh phúc , thấy thương và ngưỡng mộ ông bà quá",Enjoyment,0
sao nhanh như chớp vậy được,Surprise,0
nhỏ không dạy để lớn lên làm đĩ à ? phụ huynh kiểu gì thế ?,Anger,4
thằng kia làm nhẹ nhẹ thôi nhé .,Other,0
no ́ xâ ́ u tao thi ̀...,Disgust,3
thế là đã phần nào đoán được kết quả cuộc gặp tại hà nội,Other,0
bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :)),Sadness,2
cái đất nước này loạn luân mẹ hết rồi :))),Disgust,3
"ôi zồi ôi , nhìn cái mặt của ẻm kìa , yêu ghê :))",Enjoyment,0
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),Other,0
per haha bữa 3 đứa mới phong trào xong,Other,0
mốc từ trong trứng,Other,0
"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎",Anger,4
xem tới đây dume ứa nước mắt 😞,Sadness,2
toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo khoa . hành động thì như con c ..,Anger,4
thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️,Enjoyment,0
😑 sao cái kết gì mà buồn vậy,Sadness,2
cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗,Other,0
"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ .",Sadness,2
"1 vị đắng của mưu sinh , 1 vị ngọt của hạnh phúc gia đình",Other,0
per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả,Enjoyment,0
"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑",Disgust,3
còn gì hạnh phúc hơn trong cuộc sống này ♥️,Enjoyment,0
ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây,Anger,4
thớt làm chị mà ích kỉ vãi ...,Disgust,3
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊,Disgust,3
tuổi thơ của tôi =)),Enjoyment,0
việt nam cái gì cũng có thể ăn được,Other,0
per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂,Disgust,3
khóc muốn rơi cả mắt,Sadness,2
kích thích vãi,Enjoyment,0
ám ảnh thật sự,Fear,1
per huhu em không biết phải đi xem phim với ai nữa 😭,Sadness,2
per gần nhà c ơi . hic hic,Sadness,2
"tại cái gậy thôi , còn đâu là vẫn đẹp",Other,0
"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé",Anger,4
đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,Anger,4
nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((,Sadness,2
"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn",Disgust,3
đọc tin nhắn đầu thấy cay cay ngay mũi,Sadness,2
per người yêu công sở nè 😂😂,Enjoyment,0
vậy là hên rồi,Enjoyment,0
per chiều anh bắn chưởng để em quay nhé,Other,0
per nghe chưa nhân viên mới ... kk,Enjoyment,0
ngáo nó có cắn đâu ??????,Other,0
dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết,Disgust,3
cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng,Enjoyment,0
"em rất duyên , và có khiếu hài hước , nhìn mặt em thôi là chị đã muốn cười , ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà , sao nhiều người bình luận nặng lời thế không biết , chỉ là vui thôi mà",Disgust,3
"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi",Disgust,3
per lên lịch hẹn hò nhanh,Enjoyment,0
không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....,Disgust,3
nóng thế này cái thứ mày cho cũng không ăn,Disgust,3
tiếc quá ! nguyên nhân,Sadness,2
ấm lòng vãi huhu,Enjoyment,0
thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :)),Anger,4
ngầu vãi lìn luôn á :))),Enjoyment,0
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂,Enjoyment,0
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d .",Enjoyment,0
tôi khóc lun ... huhu,Sadness,2
má như người yêu ??,Enjoyment,0
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,Other,0
thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy,Enjoyment,0
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,Sadness,2
cho đi luôn bớt lo,Other,0
đoạn phim thôi mà ý nghĩa thế,Surprise,0
"lông xấu , không mượt bằng con ngu kia được",Disgust,3
"cái này gọi là truyền thống , không thể nói là quên được",Other,0
"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết .",Other,0
per haha sao tôi nghĩ tới em liền luôn á,Enjoyment,0
chưa chia tay nữa mà còn khó đây,Other,0
thế đéo nào nó lại kẻ dưới đấy nhỉ,Disgust,3
oai đéo gì cái trêu gái :),Disgust,3
mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,Other,0
lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn,Other,0
tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v,Sadness,2
áp dụng với đứa yêu mày thôi nha,Other,0
chời má . ngọt chết tao rồi :)))))),Enjoyment,0
"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra",Fear,1
"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",Anger,4
xài vietcombank sinh nhật cũng không được chúc luôn :((,Sadness,2
hôm đấy bổn cung về quê báo hiếu cha mẹ .,Enjoyment,0
chỉ có được cái chữ đẹp . hihihi ...,Enjoyment,0
trời má cute vãi lozzzz,Enjoyment,0
là do bản thân tao ngu thôi,Sadness,2
cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn,Anger,4
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,0
nhân quả đến sớm lắm . đăng lên làm gì :))),Other,0
nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi,Sadness,2
cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅,Enjoyment,0
đã xem 2 lần bộ phim này 😁,Enjoyment,0
"ôi vãi , mày thật bất hạnh vì có lũ bạn như thế",Sadness,2
"đây là tây chứ mấy thằng việt nam như này , đảm bảo kêu ngáo đá :vậy",Disgust,3
xin lỗi đây mình vẫn nấu nhé,Enjoyment,0
bỏ quên não đó chứ đâu phải rác 😂,Disgust,3
"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển",Enjoyment,0
"thôi xong , biết thế tém tém lại .",Fear,1
"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé",Anger,4
mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý,Enjoyment,0
bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp,Anger,4
số tao không được ăn uống mà :((,Sadness,2
rửa bát cũng được nấu cơm cũng được giặt quần áo cũng được miễn là có ba mẹ vợ con là được . làm gì cũng được,Other,0
dume cho vào bảo tàng làm lồn gì -.- nhà khoa hc đã nghiên cứu sừng tê giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê :((,Disgust,3
cô quét đi cô cho cháu hốt về với =))),Enjoyment,0
"tránh xa nó ra , nó ngáo đó , 8h sáng mà nó đòi đi ngủ là hiểu rồi",Disgust,3
hỏi nhiều nó lại cho vào đối tượng truy nã 😏,Other,0
per nhớ lại vẫn còn tức á cái lol mẹ,Anger,4
lo tương lai bị bỏ rơi của chú đi :vậy,Other,0
và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,Enjoyment,0
lại tạo điều kiện cho mấy chị fa vào thả thính . :)),Enjoyment,0
muốn nhai luôn cả trái đất,Anger,4
"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v",Enjoyment,0
không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao,Fear,1
tao cũng ước mình có 1 tình yêu như ông bà ❤,Enjoyment,0
đau đớn quá sao phải tham mấy đồng tiền đó nhỉ,Sadness,2
quả này lại là nhà dột từ nóc rồi ;((,Disgust,3
"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪",Sadness,2
per nguy hiểm luôn rình rập xung quanh chúng ta :((,Fear,1
trắc đấy là nyc của nó 🤣,Enjoyment,0
đừng hỏi tại sao giới tính cứ bị bẻ cong,Other,0
khóc hết nước mắt 😞😞,Sadness,2
đúng là chó cậy chủ mà 🤣,Disgust,3
chấp nhận đi mày .. chửi gì dữ vậy ..! mỗi người mổ việc mà ... nếu không thích thì kiếm việc khác mà làm ..,Disgust,3
":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))",Sadness,2
per đọc nhầm con nhện thành con gián :)) thật khó hiểu,Other,0
may mà bà già bảo năm hạn đừng đi chứ không hạn thật,Other,0
cái giống mắc zại nhất từng thấy :)),Disgust,3
bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác,Anger,4
đéo có não à,Disgust,3
"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết",Disgust,3
"thực ra bị bóc trên mạng thì thường là bẩn thỉu , không phân quê quán",Other,0
ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm,Disgust,3
"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v",Disgust,3
"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế",Disgust,3
khổ thân các cháu,Sadness,2
"nước bẩn quá , toàn rác !",Disgust,3
chỉ những người độc thân thôi,Sadness,2
nhìn cái muốn cong :d,Enjoyment,0
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",Disgust,3
"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ....",Disgust,3
ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣,Enjoyment,0
mèo nhìn dễ thương mà ác vãi < 3,Disgust,3
dễ thương vậy chời,Enjoyment,0
bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :))),Anger,4
các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .,Disgust,3
ngu chưa . đăng lên để rồi bị chửi,Disgust,3
nhìn con bé thấy cưng ghê chị ơi,Enjoyment,0
per anh bạn tồi nhất quả đất này,Disgust,3
cho ̣ c mù mắt tao đi 🤣🤣,Disgust,3
đồng đội chơi tốt quá hahaaa,Enjoyment,0
kinh vãi,Fear,1
lợi ích của việc không nghe lời vợ ??,Other,0
cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....,Anger,4
"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó",Enjoyment,0
giờ lắm bọn biến thái thế,Disgust,3
chị đầu tiên buồn v :((,Sadness,2
trời ơi tao chóng mặt quá đi :((,Sadness,2
"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày",Disgust,3
có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .,Disgust,3
dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi,Anger,4
ko nghe lời vợ mới là mấu chốt :),Other,0
"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy",Disgust,3
"sản phẩm tốt đấy , có tính ứng dụng cao",Surprise,0
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana,Disgust,3
"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à",Fear,1
"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc",Enjoyment,0
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,Disgust,3
cẩn thận mày lại có cháu sớm 🤣,Enjoyment,0
yêu hay không yêu không yêu hay yêu nói 1 lời 😂,Enjoyment,0
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,Enjoyment,0
"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚",Enjoyment,0
bọn ngáo này mà cũng có người sợ nó nữa hả,Surprise,0
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,Other,0
"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu",Sadness,2
nhưng đứa bạn thân đều là lũ khốn,Disgust,3
"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",Sadness,2
hỏi nhây khiếp,Disgust,3
có tiền sẽ thấy các vị gọi là thượng hạng còn không tiền sẽ chỉ thấy vị mặn của mồ hôi + nước mắt,Sadness,2
nước biển sao đục quá nhỉ,Other,0
"người đàn ông ốm đau nói với vợ mình :” ở lại với anh ” rồi cầm tay bà . đó là tình yêu , vỏn vẹn 20 năm ngắn ngủi . tình yêu bố dành cho mẹ",Enjoyment,0
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,Anger,4
hy vọng mọi điều tốt đẹp sẽ tới,Enjoyment,0
t cũng buồn lắm chớ bộ 😓😓,Sadness,2
t đã thử rồi mà dume vẫn la :)))),Sadness,2
ý thức tồi,Disgust,3
"má , sờ mông có cái mà táng bố ..??",Anger,4
trò này cũng nguy hiểm chết người đừng đùa theo mà mang họa,Fear,1
nhìn cái mặt cưng vãi,Enjoyment,0
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,Other,0
đéo có lol gì là buồn cười,Disgust,3
"per tiền bạc là phù du , quan trọng là tình nghĩa",Other,0
k tiền cạp đất mà ăn ah @@,Other,0
thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác,Disgust,3
có mà thần kinh hơn ấy 😑😑😑,Disgust,3
đéo hiểu chó hay người .,Disgust,3
đau chán riết quen có cái lol gì phải than vãn :)),Disgust,3
một bộ phim rất đáng xem !!,Enjoyment,0
"đâu phải có tiền muốn làm cha ai thì làm , gì cũng vừa phải thôi . ý thức từ nhỏ không được dạy dỗ cẩn thận",Disgust,3
mấy lần đi ngang hết hồn,Fear,1
"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :((",Sadness,2
công nhận già thật,Other,0
"hà nội làm con người ta trở nên nhỏ nhen và bon chen , luật thi áp dụng như cứt nó chỉ giành cho người có tiền và có quyền",Disgust,3
chán vãi dạo này ngủ sớm quen :))),Disgust,3
"hồi nhỏ hay bị ngỗng rượt , vừa chạy vừa khóc la 🤣🤣",Fear,1
lại mưa 😞,Sadness,2
bố mấy con trẻ trâu :)) tưởng thế là hay :)))),Disgust,3
chả có tiền mua 😩😩😩,Sadness,2
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,Fear,1
sao mày không ngủ chung với cả mẹ mày và em mày ?,Other,0
haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣,Enjoyment,0
thế đéo nào lại ra được nhỉ ??,Surprise,0
vẫn là chính sách trên giấy tờ,Other,0
sớm muộn củng chết đuối à ;))),Other,0
bức ảnh xuất sắc ❤️,Enjoyment,0
việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn,Sadness,2
ủa mắc gì gỡ fan cứng của em ? huhu,Sadness,2
"ai cho mình xin tên phim với , mình không xem được 😢",Sadness,2
tao đang đọc cái lol gì đây :)) sao lại thành truyện giáo dục rồi dume,Surprise,0
mặt ô kia khát nước nhìn buồn cườ thế 😂😂,Enjoyment,0
tao bị bỏ rơi rồi,Sadness,2
tao nhìn tao thấy ghê vcd ấy 😂😂,Fear,1
cậu nhỏ có tăng lên không 🧐,Other,0
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được 🙂",Disgust,3
bây giờ gọi hành hiếmkkk,Enjoyment,0
chúng mày đã bao giờ bị hất cả cốc nước vào mặt vì mặt không bao giờ tươi cười niềm nở chưa ?,Sadness,2
người yêu mày cắt tóc hay là đi đầu thai lại thế ???,Surprise,0
sự thật thì cố suy nghĩ vui vẻ hạnh phúc mà trong túi không có tiền chỉ sợ đất cũng không có mà ăn,Sadness,2
tao tháy gái nguy hiểm vãi,Fear,1
"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",Other,0
hẳn là con số đẹp 😍😍😍,Enjoyment,0
còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng,Enjoyment,0
tao còn không dám ăn nói chi ruồi .,Fear,1
sợ vãi linh hồn,Fear,1
có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋,Fear,1
bốc phốt khách thế không sợ mất khách à bác ??,Other,0
ừ mỗi lần thế lần buồn kinh lắm mày ạ,Sadness,2
lâu lắc chưa xem lại !!! 😳. một bộ phim vừa ý nghĩa vừa hài hước ! 👍,Enjoyment,0
"gắng , nhanh khỏi bệnh rồi về bên anh",Enjoyment,0
đề này đối với lực học lớp 9 đâu có khó . cẩn thận chút là được,Other,0
nghe bài này đau lòng quá mà,Sadness,2
má . đang định đi chụp :((,Fear,1
ai muốn tránh đường đông hỏi người dân đường trong núi nhé !,Other,0
"những hành động đẹp , đáng được trân trọng , và sẽ được lan tỏa ở mọi nơi , thật tuyệt vời 😍",Enjoyment,0
vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !,Enjoyment,0
"tao nói té 1 cái không dập mề thua gì cũg thua , trĩ nội trĩ ngọai nguyên chùm =)))",Fear,1
năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁,Other,0
bé xinh quá,Enjoyment,0
bài hát đầu tiên của phim là gì nhỉ quên mất rồi . bạn nào thông não cho mình phát,Other,0
đây là trẻ ghé chứ gì nữa ~~~,Disgust,3
"t chẳng muốn phải nói "" suýt nữa thì .."" một lần nào nữa trong đời của nhau nữa đâu ... vì vậy sẽ trân trọng khi người tới .",Sadness,2
per cái đoạn vén tóc là quen lắm nhá . thích lém ý,Enjoyment,0
"thề , phim này xem đi xem lại gần chục lần . 😄",Enjoyment,0
phim chuẩn chưa này =)))),Enjoyment,0
"per thì mấy ông nhậu bắt sạch , còn đâu mà phá hoại",Other,0
ô .. còn lâu lắm ...,Other,0
đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???,Other,0
"tao cũng như mày đây . không sao cả , hãy tự hào vì tên mày vẫn rất đẹp",Enjoyment,0
cho nó đỗ tí mất gì đâu,Other,0
người ta nói ngu thì chết có gì sai ?,Disgust,3
dễ thương vậy,Enjoyment,0
chắc chưa :))) si nghĩ kĩ lại đi,Other,0
má con đĩ mèo nó đanh đá thế,Disgust,3
"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi",Sadness,2
t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =))))),Enjoyment,0
biết chứ dã từng sài,Other,0
ấn tượng vãi :v bàn tay vàng trong làng vẩy khế :v,Enjoyment,0
thích quá mấy má ơi ! @@@,Enjoyment,0
không ngon như lần trước nữa,Disgust,3
mặt thái độ vãi,Other,0
cũng muốn kết hôn lắm mà đến giờ vẫn chưa có người yêu 😭,Sadness,2
sẽ hấp dẫn hơn khi dưới sông có cá sấu :)) lót dép hóng,Enjoyment,0
xem nà ra chiêu nà gẫy cây nà sấp mặt luôn nà 😂😆,Enjoyment,0
"per nhà giáo áp lực quá nhỉ , giống làm dâu trăm họ .",Fear,1
"bọn giết người không dao tử hình cái thằng cung cấp thực phẩm bẩn vào trường , những đứa liên quan còn lại cho vào tù hết .",Anger,4
tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó ! :)),Enjoyment,0
gần 10 năm rồi coi đi coi lại cũng gần 30 lần . nhớ !!!,Enjoyment,0
phụ nữ ngày xưa toàn cực phẩm :v,Enjoyment,0
xoá sổ toàn phần cơ sở cung cấp thức ăn khốn nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc độc . còn hiệu trưởng các trường bỏ tù vĩnh viễn .,Anger,4
tử hình cái bọn giết người hàng loạt này đi,Anger,4
pháp luật là bạn của nó rồi anh ah vì quen anh anh chị b trên quận ah nên em cũng sợ lắm ah :-(,Fear,1
"biết có người binh mà mới chửi lại đó , con hư tại mẹ thui",Disgust,3
chị khổ mấy cô giáo viên giám đứng ra tố cáo . sau này bị làm khó hoặc trả thù,Sadness,2
trời trời ! như là nói lên nỗi lòng của thẩm phán vậy :)))),Other,0
má tao xem mà lo thằng quay phim tét không à ? có ai như tao không ?,Fear,1
đm rơi mẹ điện thoại xuống đất 🙃,Other,0
mới gọi điện thoại xong mới cười với tuii xong heheh anh đáng yêu vãi,Enjoyment,0
bướng vừa vừa kiểu đáng yêu chứ mà lồng lộn thì thôi làm bà nội chứ yêu đương đéo gì,Disgust,3
vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ,Surprise,0
evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣,Disgust,3
ông tổ của những cái sừng là đây sao ??? 🤣,Surprise,0
thế mày nằm viện nào tao vào thăm luôn cho động lực,Other,0
"xem mà đau lòng , đau lòng nhưng vẫn xem :((((",Sadness,2
cuộc sống thật chua cay với tao,Sadness,2
"trước đây mình không thích xem phim việt , nhưng mấy năm nay phim việt chiếu phim nào cũng hay . tự dưng không thích xem phim hàn quốc nữa .",Enjoyment,0
"còn là học sinh nhưng tố chất lừa đảo đĩ điếm đã thể hiện ra rồi , nếu nó muốn nổi tiếng , thì đưa mặt nó lên đi thớt",Disgust,3
"bọn 6 múi yêu nhau hết rồi , tao bụng mỡ đây , tao vẫn thích con gái đây !!!!!",Enjoyment,0
trung thu là tết thiếu chi chả liên quan chi đến việc tao không có gấu,Anger,4
thằng nào con nào nuôi ác quá z,Anger,4
cám ơn đã cho tôi cuộc sống này,Enjoyment,0
nghe tình vãi =)))),Enjoyment,0
thất tình đi nghe nhạc chúng nó còn ngồi trước mặt ôm nhau . hận,Sadness,2
vô liêm sỉ,Disgust,3
mẹ bế đứa nào thì là mẹ của đứa đó nhé,Other,0
công nhận nó phê như vậy thật 😂,Enjoyment,0
này thì câu thích 😂😂😂,Enjoyment,0
lời được cánh của sắt tàu hỏa ngon rồi,Enjoyment,0
"sửa luật , tóm cho vào tù . tình nguyện mãi sao được .",Disgust,3
t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật )))),Other,0
lúc ra hà nội ở ngay phố đào tấn mà không biết chổ này 😢,Sadness,2
m vừa tuột quần xuống nó sẽ hôn con họa mi của mày,Other,0
cả 2 đứa đều ngu khi có mồm mà không nói =]]],Disgust,3
một thời để nhớ,Other,0
đúng chất dân miền tây hahaha,Enjoyment,0
24 tuổi thấy đời đắng và khá mặn,Sadness,2
một cái ỉn mông xong hết 😂😂😂 dăm ba cái võ thuật 😂😂😂🤣🤣🤣,Enjoyment,0
đáng yêu quá . chúc ông bà thật mạnh khỏe mãi hạnh phúc như vậy 😍,Enjoyment,0
per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂,Disgust,3
đấy có phải con người không nhỉ ? mà sao lại làm thế,Surprise,0
ủa vậy hả mới biết ta,Surprise,0
vậy thì các bác chưa biết rồi,Other,0
tài xế để não trong háng hay sao mà thích chơi ngu lấy tiếng thế,Disgust,3
họ hành động quá đẹp,Enjoyment,0
"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87",Enjoyment,0
đọc bình luận mới thấy nhiều người hãm thật sự :))),Disgust,3
em nuôi con lợn mấy năm rồi mà vẫn trống rỗng huhu 😭😭😭,Sadness,2
nhìn bọn có người yêu khổ chưa kìa .,Other,0
ước mơ tao 🙂 chỉ có thể sao chép lại và tao lên màu cực xấu !,Sadness,2
lúc buồn là đi phựt thì thôi rồi như kiểu cuộc đời đáng sống ý,Other,0
thôi mày cố lên . đỡ rồi cũng tốt,Enjoyment,0
